"Level";"Country";"State";County";"Place";"Longitude";"Latitude";"ZoomLevel";"Icon"
3;FRA;Bretagne;Côtes-d'Armor;Saint-Connec 22285;W2.9167;N48.1833;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Denoual 22286;W2.4000;N48.5333;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Donan 22287;W2.8833;N48.4667;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Étienne-du-Gué-de-l'Isle 22288;W3.2833;N48.5667;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Fiacre 22289;W2.6500;N48.1000;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Gelven 22290;W3.0667;N48.4667;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Gildas 22291;W3.1000;N48.2333;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Gilles-du-Mené 22292;W3.0000;N48.4167;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Gilles-les-Bois 22293;W2.5500;N48.2500;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Gilles-Pligeaux 22294;W3.1000;N48.6500;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Gilles-Vieux-Marché 22295;W2.9667;N48.2333;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Glen 22296;W2.5167;N48.3667;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Gouéno 22297;W2.5833;N48.2667;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Guen 22298;W2.9333;N48.2167;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Hélen 22299;W1.9667;N48.4667;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Hervé 22300;W2.8333;N48.2833;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Igeaux 22334;W3.1000;N48.2667;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Igneuc 22301=22084;W2.3500;N48.4167;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Jacut-de-la-Mer 22302;W2.1833;N48.6000;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Jacut-du-Mené 22303;W2.4833;N48.2833;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Jean-Kerdaniel 22304;W3.0167;N48.5667;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Jouan-de-l'Isle 22305;W2.1667;N48.2667;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Judoce 22306;W1.9500;N48.3667;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Julien 22307;W2.8167;N48.4500;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Juvat 22308;W2.0500;N48.3500;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Launeuc 22309;W2.3833;N48.2333;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Laurent 22310;W3.2167;N48.6167;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Lormel 22311;W2.2333;N48.5500;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Maden 22312;W2.0833;N48.3333;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Martin-des-Prés 22313;W2.9500;N48.3000;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Maudan 22314;W2.7667;N48.1167;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Maudez 22315;W2.1833;N48.4500;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Mayeux 22316;W3.0000;N48.2500;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Méloir-des-Bois 22317;W2.2333;N48.4500;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Michel-de-Plélan 22318;W2.2167;N48.4667;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Michel-en-Grève 22319;W3.5667;N48.6833;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Nicodème 22320;W3.3333;N48.3333;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Nicolas-du-Pélem 22321;W3.1667;N48.3167;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Péver 22322;W3.1000;N48.4833;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Pôtan 22323;W2.2833;N48.5500;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Quay-Perros 22324;W3.4500;N48.7833;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Quay-Portrieux 22325;W2.8333;N48.6500;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Rieul 22326;W2.4167;N48.4500;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Samson-sur-Rance 22327;W2.0333;N48.5000;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Servais 22328;W3.3833;N48.3833;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Solen 22329=22118;W1.9833;N48.4500;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Thélo 22330;W2.8500;N48.2333;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Trimoël 22332;W2.5500;N48.3833;13;
3;FRA;Bretagne;Côtes-d'Armor;Saint-Vran 22333;W2.4333;N48.2333;13;
3;FRA;Bretagne;Côtes-d'Armor;Sainte-Tréphine 22331;W3.1500;N48.2667;13;
3;FRA;Bretagne;Côtes-d'Armor;Senven-Léhart 22335;W3.0667;N48.4333;13;
3;FRA;Bretagne;Côtes-d'Armor;Servel 22336=22113;W3.4926;N48.7456;13;
3;FRA;Bretagne;Côtes-d'Armor;Sévignac 22337;W2.3500;N48.3333;13;
3;FRA;Bretagne;Côtes-d'Armor;Squiffiec 22338;W3.1500;N48.6333;13;
3;FRA;Bretagne;Côtes-d'Armor;Taden 22339;W2.0167;N48.4833;13;
3;FRA;Bretagne;Côtes-d'Armor;Tonquédec 22340;W3.4000;N48.6667;13;
3;FRA;Bretagne;Côtes-d'Armor;Tramain 22341;W2.4000;N48.4000;13;
3;FRA;Bretagne;Côtes-d'Armor;Trébédan 22342;W2.1667;N48.4000;13;
3;FRA;Bretagne;Côtes-d'Armor;Trébeurden 22343;W3.5667;N48.7667;13;
3;FRA;Bretagne;Côtes-d'Armor;Trébrivan 22344;W3.4833;N48.3167;13;
3;FRA;Bretagne;Côtes-d'Armor;Trébry 22345;W2.5500;N48.3500;13;
3;FRA;Bretagne;Côtes-d'Armor;Trédaniel 22346;W2.6167;N48.3667;13;
3;FRA;Bretagne;Côtes-d'Armor;Trédarzec 22347;W3.2000;N48.7833;13;
3;FRA;Bretagne;Côtes-d'Armor;Trédias 22348;W2.2333;N48.3500;13;
3;FRA;Bretagne;Côtes-d'Armor;Trédrez-Locquémeau 22349;W3.5667;N48.7000;13;
3;FRA;Bretagne;Côtes-d'Armor;Tréduder 22350;W3.5667;N48.6500;13;
3;FRA;Bretagne;Côtes-d'Armor;Treffrin 22351;W3.5167;N48.3000;13;
3;FRA;Bretagne;Côtes-d'Armor;Tréfumel 22352;W2.0333;N48.3333;13;
3;FRA;Bretagne;Côtes-d'Armor;Trégastel 22353;W3.4833;N48.8000;13;
3;FRA;Bretagne;Côtes-d'Armor;Tréglamus 22354;W3.2833;N48.5500;13;
3;FRA;Bretagne;Côtes-d'Armor;Trégomar 22355=22093;W2.4333;N48.4667;13;
3;FRA;Bretagne;Côtes-d'Armor;Trégomeur 22356;W2.8833;N48.5667;13;
3;FRA;Bretagne;Côtes-d'Armor;Trégon 22357;W2.1833;N48.5667;13;
3;FRA;Bretagne;Côtes-d'Armor;Trégonneau 22358;W3.1667;N48.6167;13;
3;FRA;Bretagne;Côtes-d'Armor;Trégrom 22359;W3.4000;N48.6000;13;
3;FRA;Bretagne;Côtes-d'Armor;Trégueux 22360;W2.7333;N48.4833;13;
3;FRA;Bretagne;Côtes-d'Armor;Tréguidel 22361;W2.9333;N48.6000;13;
3;FRA;Bretagne;Côtes-d'Armor;Tréguier 22362;W3.2333;N48.7833;13;
3;FRA;Bretagne;Côtes-d'Armor;Trélévern 22363;W3.3667;N48.8167;13;
3;FRA;Bretagne;Côtes-d'Armor;Trélivan 22364;W2.1167;N48.4333;13;
3;FRA;Bretagne;Côtes-d'Armor;Trémargat 22365;W3.2667;N48.3333;13;
3;FRA;Bretagne;Côtes-d'Armor;Trémel 22366;W3.6167;N48.6000;13;
3;FRA;Bretagne;Côtes-d'Armor;Tréméloir 22367;W2.8500;N48.5500;13;
3;FRA;Bretagne;Côtes-d'Armor;Tréméreuc 22368;W2.0667;N48.5500;13;
3;FRA;Bretagne;Côtes-d'Armor;Trémeur 22369;W2.2667;N48.3500;13;
3;FRA;Bretagne;Côtes-d'Armor;Tréméven 22370;W3.0333;N48.6667;13;
3;FRA;Bretagne;Côtes-d'Armor;Trémorel 22371;W2.3000;N48.2000;13;
3;FRA;Bretagne;Côtes-d'Armor;Trémuson 22372;W2.8500;N48.5167;13;
3;FRA;Bretagne;Côtes-d'Armor;Tréogan 22373;W3.5167;N48.1833;13;
3;FRA;Bretagne;Côtes-d'Armor;Tressaint 22374=22118;W2.0333;N48.4333;13;
3;FRA;Bretagne;Côtes-d'Armor;Tressignaux 22375;W2.9833;N48.6167;13;
3;FRA;Bretagne;Côtes-d'Armor;Trévé 22376;W2.8000;N48.2167;13;
3;FRA;Bretagne;Côtes-d'Armor;Tréveneuc 22377;W2.8667;N48.6667;13;
3;FRA;Bretagne;Côtes-d'Armor;Trévérec 22378;W3.0500;N48.6500;13;
3;FRA;Bretagne;Côtes-d'Armor;Trévou-Tréguignec 22379;W3.3500;N48.8167;13;
3;FRA;Bretagne;Côtes-d'Armor;Trévron 22380;W2.0667;N48.3833;13;
3;FRA;Bretagne;Côtes-d'Armor;Trézény 22381;W3.3667;N48.7500;13;
3;FRA;Bretagne;Côtes-d'Armor;Trigavou 22382=22190;W2.0833;N48.5333;13;
3;FRA;Bretagne;Côtes-d'Armor;Troguéry 22383;W3.2167;N48.7500;13;
3;FRA;Bretagne;Côtes-d'Armor;Uzel 22384;W2.8500;N48.2833;13;
3;FRA;Bretagne;Côtes-d'Armor;Vildé-Guingalan 22388;W2.1500;N48.4333;13;
3;FRA;Bretagne;Côtes-d'Armor;Yffiniac 22389;W2.6750;N48.4833;13;
3;FRA;Bretagne;Côtes-d'Armor;Yvias 22390;W3.0500;N48.7167;13;
3;FRA;Bretagne;Côtes-d'Armor;Yvignac-la-Tour 22391;W2.1833;N48.3500;13;
2;FRA;Bretagne;Finistère;;W4.0485;N48.3672;9;
3;FRA;Bretagne;Finistère;Argol 29001;W4.3167;N48.2500;13;
3;FRA;Bretagne;Finistère;Arzano 29002;W3.4333;N47.9000;13;
3;FRA;Bretagne;Finistère;Audierne 29003;W4.5333;N48.0167;13;
3;FRA;Bretagne;Finistère;Bannalec 29004;W3.7000;N47.9333;13;
3;FRA;Bretagne;Finistère;Baye 29005;W3.6000;N47.8500;13;
3;FRA;Bretagne;Finistère;Bénodet 29006;W4.1167;N47.8667;13;
3;FRA;Bretagne;Finistère;Berrien 29007;W3.7500;N48.4000;13;
3;FRA;Bretagne;Finistère;Beuzec-Cap-Sizun 29008;W4.5167;N48.0833;13;
3;FRA;Bretagne;Finistère;Beuzec-Conq 29009=29039;W3.9020;N48.8887;13;
3;FRA;Bretagne;Finistère;Bodilis 29010;W4.1167;N48.5333;13;
3;FRA;Bretagne;Finistère;Bohars 29011;W4.5167;N48.4333;13;
3;FRA;Bretagne;Finistère;Bolazec 29012;W3.5833;N48.4500;13;
3;FRA;Bretagne;Finistère;Botmeur 29013;W3.9167;N48.3833;13;
3;FRA;Bretagne;Finistère;Botsorhel 29014;W3.6500;N48.5333;13;
3;FRA;Bretagne;Finistère;Bourg-Blanc 29015;W4.5000;N48.5000;13;
3;FRA;Bretagne;Finistère;Brasparts 29016;W3.9500;N48.3000;13;
3;FRA;Bretagne;Finistère;Brélès 29017;W4.7167;N48.4833;13;
